"Name","main","experiment","model","test/davidson_accuracy","test/davidson_f1-score","test/davidson_precision","test/davidson_recall","test/garcia_accuracy","test/garcia_f1-score","test/garcia_precision","test/garcia_recall","test/waseem_accuracy","test/waseem_f1-score","test/waseem_hovy_accuracy","test/waseem_hovy_f1-score","test/waseem_hovy_precision","test/waseem_hovy_recall","test/waseem_precision","test/waseem_recall","test/wulczyn_accuracy","test/wulczyn_f1-score","test/wulczyn_precision","test/wulczyn_recall"
"volcanic-sweep-1","garcia","liwc","cnn","0.653892698668818","0.5439919628707268","0.5862896491729992","0.5537371535347244","0.6882845188284519","0.6879772539089368","0.6882845188284519","0.6890291057367829","0.5375722543352601","0.474343879372555","0.543144208037825","0.541574791723842","0.6000399877306722","0.5925231701520912","0.5699496764917326","0.5365743641147727","0.37026925249482207","0.33299491109624235","0.5176092575014631","0.5068678290277779"
"dainty-sweep-4","garcia","liwc","lstm","0.781766841468334","0.4907515098355271","0.5005419524710009","0.5010819395042581","0.4790794979079498","0.4482442111118838","0.4790794979079498","0.4730564574314574","0.703757225433526","0.4883558210074911","0.6353427895981087","0.4927917094820613","0.5105782803991065","0.5180341243853559","0.488785046728972","0.4907162505289886","0.0969999372371807","0.08900621633755527","0.4992791442137815","0.4683977103088508"
"brisk-sweep-5","garcia","liwc","lstm","0.4025816861637757","0.38594863301865856","0.5241825937891782","0.5152383569674984","0.4769874476987448","0.4712015009912206","0.4769874476987448","0.4759341645154794","0.6676300578034682","0.4878428646818808","0.6122931442080378","0.49327996260153106","0.5029428721468594","0.5040677838181007","0.4941448997523764","0.49594915722575295","0.09561915521245214","0.08727408128777246","0.4998359580052493","0.04781107798525028"
"lively-sweep-3","garcia","liwc","lstm","0.6159741831383623","0.44676074827699375","0.4448830848027688","0.4616412843947591","0.4769874476987448","0.4712015009912206","0.4769874476987448","0.4759341645154794","0.6893063583815029","0.49827170485777394","0.6223404255319149","0.49202199758975573","0.5054296593334415","0.5082260371959942","0.5031472162313284","0.5023348978334045","0.0969999372371807","0.08900621633755527","0.4992791442137815","0.4683977103088508"
"iconic-sweep-2","garcia","liwc","lstm","0.3154497781363453","0.3130670912171126","0.4938070881800864","0.4950635389744027","0.4769874476987448","0.4712015009912206","0.4769874476987448","0.4759341645154794","0.6575144508670521","0.4968940098103275","0.6028368794326241","0.4977338867420448","0.5033395375876639","0.504194612258071","0.5110711718188353","0.5071730219848466","0.0969999372371807","0.08900621633755527","0.4992791442137815","0.4683977103088508"
"usual-sweep-1","garcia","liwc","lstm","0.28963291649858813","0.2892702332430578","0.4907234251396167","0.4915934016133418","0.4769874476987448","0.4712015009912206","0.4769874476987448","0.4759341645154794","0.6560693641618497","0.49597874918901713","0.6063829787234043","0.500849582296087","0.5064357763320813","0.5081455404309463","0.5102164709641345","0.5065985657534954","0.09561915521245214","0.08727408128777246","0.4998359580052493","0.04781107798525028"
"comic-sweep-5","garcia","liwc","mlp","0.6643807987091569","0.5737690824866005","0.6404220949137878","0.584220934125722","0.6610878661087866","0.6518165467625899","0.6610878661087867","0.6802907694417775","0.5274566473988439","0.4670340929164458","0.5472813238770685","0.5454975193117755","0.6030808217880137","0.5949357727605511","0.5639667705088265","0.5334558823529412","0.8999874474361388","0.4908985780829319","0.5059497413307409","0.5653417335065913"
"pleasant-sweep-4","garcia","liwc","mlp","0.8015328761597418","0.6233751315457927","0.6166884145447948","0.6324460038492306","0.6192468619246861","0.5936361428224435","0.6192468619246863","0.6594414924744272","0.4797687861271676","0.4373526302951459","0.48995271867612294","0.48995111523287066","0.5638824071650305","0.5640716305979525","0.5548526240115025","0.5292673571154584","0.1218540136822946","0.11777417977328623","0.5111135633732854","0.535760593762461"
"tough-sweep-3","garcia","liwc","mlp","0.6066962484872933","0.5460649193696058","0.6507052360051823","0.5847296434913836","0.6359832635983264","0.6156277728482697","0.6359832635983264","0.6725305968325892","0.5852601156069365","0.4916128041366423","0.58274231678487","0.5697522139958249","0.5977973023538159","0.58510051076377","0.5523364485981308","0.5281559405940595","0.9037218351848364","0.4904542502496733","0.5069875810339448","0.6611147861147861"
"genial-sweep-2","garcia","liwc","mlp","0.8245260185558693","0.5221404936594264","0.5300713842117383","0.6202595228128924","0.50418410041841","0.37843398679900586","0.5041841004184101","0.5219346549192364","0.41184971098265893","0.3945418390928146","0.4148936170212766","0.4066026560259367","0.5258563236019149","0.5349485880991814","0.5643182362808531","0.5384043040293041","0.09668612314065148","0.08863547830028853","0.49910564154184034","0.45340815342487856"
"morning-sweep-1","garcia","liwc","mlp","0.7946752722872126","0.6074623805839607","0.6010875102052209","0.6166483258404347","0.6108786610878661","0.5787548564389273","0.610878661087866","0.6595460614152202","0.4609826589595375","0.430135800751971","0.46631205673758863","0.464763855176045","0.558261641809501","0.5649114331723027","0.574287083632878","0.5409215713883413","0.10999184083349024","0.1042603664182518","0.504848545829023","0.5272092627886563"
